STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,EDUCATION,Education level,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PD,Persons with disability,1,Primary education,2020,,1008,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PD,Persons with disability,2,Lower secondary education,2020,,392,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PD,Persons with disability,3,Upper secondary education,2020,,192,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PD,Persons with disability,5-8,Tertiary education,2020,,108,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,_T,All education levels,2020,,98128,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,0,Early childhood education,2020,,12330,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,1,Primary education,2020,,38796,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,2,Lower secondary education,2020,,26151,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,3,Upper secondary education,2020,,15131,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,5-8,Tertiary education,2020,,5511,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,9,Level not stated,2020,,209,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,_T,All education levels,2020,,25797,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,0,Early childhood education,2020,,2099,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,1,Primary education,2020,,6084,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,2,Lower secondary education,2020,,7408,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Upper secondary education,2020,,6947,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,5-8,Tertiary education,2020,,3166,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,9,Level not stated,2020,,93,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,_T,All education levels,2020,,591,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,0,Early childhood education,2020,,83,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,1,Primary education,2020,,202,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,2,Lower secondary education,2020,,148,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,3,Upper secondary education,2020,,91,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,5-8,Tertiary education,2020,,65,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,_T,All education levels,2020,,25207,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,0,Early childhood education,2020,,2016,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,1,Primary education,2020,,5882,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,2,Lower secondary education,2020,,7260,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,3,Upper secondary education,2020,,6856,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,5-8,Tertiary education,2020,,3101,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,9,Level not stated,2020,,91,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,_T,All education levels,2020,,74615,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,0,Early childhood education,2020,,10810,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,1,Primary education,2020,,33720,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,2,Lower secondary education,2020,,19135,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,3,Upper secondary education,2020,,8376,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,5-8,Tertiary education,2020,,2454,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,9,Level not stated,2020,,120,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,_T,All education levels,2020,,1694,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,0,Early childhood education,2020,,497,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,1,Primary education,2020,,806,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,2,Lower secondary education,2020,,244,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,3,Upper secondary education,2020,,101,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,5-8,Tertiary education,2020,,43,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,_T,All education levels,2020,,72921,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,0,Early childhood education,2020,,10314,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,1,Primary education,2020,,32914,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,2,Lower secondary education,2020,,18890,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,3,Upper secondary education,2020,,8275,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,5-8,Tertiary education,2020,,2410,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,9,Level not stated,2020,,118,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All education levels,2020,,15580,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,0,Early childhood education,2020,,3114,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,1,Primary education,2020,,7843,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2020,,2970,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2020,,855,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2020,,756,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,9,Level not stated,2020,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,_T,All education levels,2020,,1391,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,0,Early childhood education,2020,,277,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,1,Primary education,2020,,758,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,2,Lower secondary education,2020,,240,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,3,Upper secondary education,2020,,49,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,5-8,Tertiary education,2020,,60,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,9,Level not stated,2020,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,_T,All education levels,2020,,14189,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,0,Early childhood education,2020,,2837,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,1,Primary education,2020,,7085,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,2,Lower secondary education,2020,,2730,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,3,Upper secondary education,2020,,807,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,5-8,Tertiary education,2020,,696,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,9,Level not stated,2020,,34,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,_T,All education levels,2020,,3624,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,0,Early childhood education,2020,,374,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,1,Primary education,2020,,1444,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,2,Lower secondary education,2020,,925,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,3,Upper secondary education,2020,,437,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,5-8,Tertiary education,2020,,426,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,9,Level not stated,2020,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PD,Persons with disability,_T,All education levels,2020,,336,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PD,Persons with disability,0,Early childhood education,2020,,34,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PD,Persons with disability,1,Primary education,2020,,177,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PD,Persons with disability,2,Lower secondary education,2020,,78,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PD,Persons with disability,3,Upper secondary education,2020,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PD,Persons with disability,5-8,Tertiary education,2020,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PWD,Persons without disability,_T,All education levels,2020,,3288,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PWD,Persons without disability,0,Early childhood education,2020,,340,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PWD,Persons without disability,1,Primary education,2020,,1267,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PWD,Persons without disability,2,Lower secondary education,2020,,847,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PWD,Persons without disability,3,Upper secondary education,2020,,415,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PWD,Persons without disability,5-8,Tertiary education,2020,,403,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,U,Urban,PWD,Persons without disability,9,Level not stated,2020,,16,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,_T,All education levels,2020,,11956,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,0,Early childhood education,2020,,2741,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,1,Primary education,2020,,6399,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,2,Lower secondary education,2020,,2045,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,3,Upper secondary education,2020,,418,,N,units,,,,,,,,,,
